Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p1_rur,44.3312582510747
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p1_rur,32.340050865861
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p1_tot,44.5300913889157
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p1_tot,28.2373601827368
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p1_urb,44.5948256346746
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p1_urb,13.2367899897388
West Bank and Gaza,PSE,2009,Adequacy of benefits (%) - All Social Assistance (preT),per_sa_allsa.adq_pop_preT_tot,20.6695276400199
West Bank and Gaza,PSE,2009,Adequacy of benefits (%) - All Social Assistance -rural,per_sa_allsa.adq_pop_rur,31.6776073831523
West Bank and Gaza,PSE,2009,Adequacy of benefits (%) - All Social Assistance -urban,per_sa_allsa.adq_pop_urb,18.5033222247896
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q1_preT_tot,34.6751984403056
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q1_rur,35.2996659457241
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.adq_q1_tot,21.5880624277882
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q1_urb,18.2165425084539
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q2_preT_tot,20.3111215441601
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q2_rur,35.5104413395536
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance,per_sa_allsa.adq_q2_tot,30.5666458222828
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q2_urb,29.4744832360475
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q3_preT_tot,13.9489856434814
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q3_rur,23.4049339023851
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance,per_sa_allsa.adq_q3_tot,19.0971110537028
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q3_urb,17.8331062504824
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q4_preT_tot,9.42493378446738
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q4_rur,40.5585707248336
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance,per_sa_allsa.adq_q4_tot,23.1895324146566
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q4_urb,19.1181158734686
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q5_preT_tot,9.62749182313175
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q5_rur,28.7690559142352
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.adq_q5_tot,12.7832308746005
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q5_urb,10.7342157237371
West Bank and Gaza,PSE,2009,Average per capita transfer - All Social Assistance (preT),per_sa_allsa.avt_pop_preT_tot,0.909649257744097
West Bank and Gaza,PSE,2009,Average per capita transfer - All Social Assistance -rural,per_sa_allsa.avt_pop_rur,1.4704440152044
West Bank and Gaza,PSE,2009,Average per capita transfer - All Social Assistance,per_sa_allsa.avt_pop_tot,0.909649257744097
West Bank and Gaza,PSE,2009,Average per capita transfer - All Social Assistance -urban,per_sa_allsa.avt_pop_urb,0.806081381401268
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance (preT),per_sa_allsa.avt_q1_preT_tot,1.06287492343412
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance -rural,per_sa_allsa.avt_q1_rur,0.743045313035857
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance,per_sa_allsa.avt_q1_tot,0.428754099149879
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance -urban,per_sa_allsa.avt_q1_urb,0.346965724699641
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - All Social Assistance (preT),per_sa_allsa.avt_q2_preT_tot,0.704419058576031
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - All Social Assistance -rural,per_sa_allsa.avt_q2_rur,1.24224050950325
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - All Social Assistance,per_sa_allsa.avt_q2_tot,0.878197639912652
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - All Social Assistance -urban,per_sa_allsa.avt_q2_urb,0.843801357170596
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - All Social Assistance (preT),per_sa_allsa.avt_q3_preT_tot,0.700164589772594
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - All Social Assistance -rural,per_sa_allsa.avt_q3_rur,1.41260932627422
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - All Social Assistance,per_sa_allsa.avt_q3_tot,0.987276928845655
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - All Social Assistance -urban,per_sa_allsa.avt_q3_urb,0.882570474303596
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - All Social Assistance (preT),per_sa_allsa.avt_q4_preT_tot,0.631958765641101
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - All Social Assistance -rural,per_sa_allsa.avt_q4_rur,3.55794657091227
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - All Social Assistance,per_sa_allsa.avt_q4_tot,1.92709524586116
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - All Social Assistance -urban,per_sa_allsa.avt_q4_urb,1.6148188147198
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - All Social Assistance (preT),per_sa_allsa.avt_q5_preT_tot,1.51843905635826
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - All Social Assistance -rural,per_sa_allsa.avt_q5_rur,4.17020578806383
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - All Social Assistance,per_sa_allsa.avt_q5_tot,2.0725080789853
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - All Social Assistance -urban,per_sa_allsa.avt_q5_urb,1.84406679424943
West Bank and Gaza,PSE,2009,Benefits incidence in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.ben_q1_preT_tot,56.4473827321041
West Bank and Gaza,PSE,2009,Benefits incidence in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.ben_q1_rur,22.3629807568435
West Bank and Gaza,PSE,2009,Benefits incidence in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.ben_q1_urb,16.5760625417679
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.ben_q2_preT_tot,16.0518102228201
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.ben_q2_rur,14.0275746614687
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - All Social Assistance,per_sa_allsa.ben_q2_tot,20.4722076335025
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.ben_q2_urb,23.6501344578663
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.ben_q3_preT_tot,13.9579018773558
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.ben_q3_rur,22.0249047062342
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - All Social Assistance,per_sa_allsa.ben_q3_tot,23.8047494187035
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.ben_q3_urb,23.6218570618211
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.ben_q4_preT_tot,5.61027589496108
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.ben_q4_rur,25.5583712652796
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - All Social Assistance,per_sa_allsa.ben_q4_tot,23.8680187916109
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.ben_q4_urb,24.4881048739465
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.ben_q5_preT_tot,7.93262927275885
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.ben_q5_rur,16.0261686101739
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.ben_q5_tot,13.0676027961685
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance -urban,per_sa_allsa.ben_q5_urb,11.6638410645982
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.bry_q1_preT_tot,48.3098421759294
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.bry_q1_preT_tot,38.7343166438906
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.bry_q1_rur,44.2550550271016
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.bry_q1_rur,20.5075638033321
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.bry_q1_tot,39.8595930136841
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.bry_q1_tot,38.7343166438906
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.bry_q1_urb,38.510015372351
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.bry_q1_urb,38.893092768491
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.bry_q2_preT_tot,20.7284528674651
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.bry_q2_preT_tot,24.4328004822877
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.bry_q2_rur,16.6044844383943
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.bry_q2_rur,30.2808014679629
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - All Social Assistance,per_sa_allsa.bry_q2_tot,21.2053957239635
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - All Social Assistance,per_sa_allsa.bry_q2_tot,24.4328004822877
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.bry_q2_urb,22.5929158469798
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.bry_q2_urb,20.8490421382355
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.bry_q3_preT_tot,18.1340148700257
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.bry_q3_preT_tot,18.3707059362517
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.bry_q3_rur,22.9266427088861
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.bry_q3_rur,21.3840649557982
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - All Social Assistance,per_sa_allsa.bry_q3_tot,21.933028116869
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - All Social Assistance,per_sa_allsa.bry_q3_tot,18.3707059362517
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.bry_q3_urb,21.5746387694203
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.bry_q3_urb,22.0378779374434
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.bry_q4_preT_tot,8.07550046151148
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.bry_q4_preT_tot,13.9430534192821
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.bry_q4_rur,10.5628775801899
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.bry_q4_rur,13.536609518692
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - All Social Assistance,per_sa_allsa.bry_q4_tot,11.26645173571
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - All Social Assistance,per_sa_allsa.bry_q4_tot,13.9430534192821
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.bry_q4_urb,12.2239134352141
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.bry_q4_urb,13.0013239906198
West Bank and Gaza,PSE,2009,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.bry_q5_preT_tot,4.75218962506829
West Bank and Gaza,PSE,2007,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.bry_q5_preT_tot,4.51912351828787
West Bank and Gaza,PSE,2009,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.bry_q5_rur,5.65094024542808
West Bank and Gaza,PSE,2007,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.bry_q5_rur,14.2909602542148
West Bank and Gaza,PSE,2009,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.bry_q5_tot,5.7355314097734
West Bank and Gaza,PSE,2007,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.bry_q5_tot,4.51912351828787
